CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalProfit,ProfitMargin,AggregatorDependence,CostBurden,RevenueQuality,Raw_Scale_Signal,Expansion_Headroom,Cluster,GPI,GPI_Category,Cluster_Label,Recommendation
Chicken Dishes,26464,Urban Chicken Dishes Grill,QSR,North Shore,1.03,35.82,917,200,7164.0,430,179,108,15402.6,6411.78,3868.56,0.254136428,0.361826371,0.28,12,3.54,382.32,2751.24,1602.44,667.06,1103.35,0.28,0.6,0.25,0.15,32847.0,6124.0,0.1864401619630407,0.85,0.6159627990000001,6.67828660151612,944.51,12.36,1,0.430423473429953,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25778,Lucky Chicken Dishes Grill,Cafe,South Auckland,1.05,43.68,1907,451,19699.68,874,364,218,38176.32,15899.52,9522.24,0.247065823,0.448757321,0.3,10,2.95,643.1,5992.19,159.46,66.41,2253.35,0.31,0.6,0.25,0.15,83298.0,8471.0,0.1016951187303416,0.85,0.695823144,4.442042786141323,2002.35,10.5,0,0.23544714842525308,Medium Potential,Growth Leaders,Expand
Chicken Dishes,25899,Lucky Chicken Dishes Kitchen,QSR,South Auckland,1.05,42.28,577,122,5158.16,273,114,68,11542.44,4819.92,2875.04,0.215359401,0.375734022,0.29,6,1.77,120.36,2109.21,1372.47,573.12,1055.26,0.27,0.6,0.25,0.15,24396.0,5110.0,0.2094605673061157,0.85,0.591093423,8.855992785702574,605.85,6.300000000000001,1,0.5030431915702185,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25051,Top Chicken Dishes Kitchen,QSR,South Auckland,1.05,36.53,1539,317,11580.01,733,306,183,26776.49,11178.18,6684.99,0.265349925,0.408302288,0.32,11,3.25,594.75,3779.11,169.97,70.96,1586.88,0.26,0.6,0.25,0.15,56220.0,5607.0,0.0997331910352187,0.85,0.673652213,3.6432534685165434,1615.95,11.55,0,0.24159249137147176,Medium Potential,Growth Leaders,Expand
Chicken Dishes,26508,Lucky Chicken Dishes Corner,Cafe,North Shore,1.03,31.08,1351,335,10411.8,610,254,152,18958.8,7894.32,4724.16,0.226666595,0.354756897,0.32,6,1.77,269.04,4358.13,1868.89,778.19,1708.38,0.33,0.6,0.25,0.15,41989.0,8714.0,0.2075305437138298,0.85,0.581423492,6.450049298625831,1391.53,6.18,0,0.13519384803366796,Medium Potential,Growth Leaders,Expand
Chicken Dishes,26146,Lucky Chicken Dishes Grill,Cafe,West Auckland,1.04,32.19,1034,306,9850.14,437,182,109,14067.03,5858.58,3508.71,0.232472665,0.365741711,0.27,16,4.72,514.48,3957.64,1853.83,772.08,895.27,0.42,0.6,0.25,0.15,33284.0,7479.0,0.2247025597884869,0.85,0.598214376,7.233175399591395,1075.36,16.64,1,0.8855403890347705,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,26267,Top Chicken Dishes Kitchen,Full-service,South Auckland,1.05,34.82,1242,361,12570.02,529,220,132,18419.78,7660.4,4596.24,0.387304793,0.520932094,0.31,12,3.54,467.28,1153.46,-4019.88,-1671.78,-45.51,0.41,0.6,0.25,0.15,43246.0,-4584.0,-0.1059982426120334,0.85,0.908236887,-3.690858807751006,1304.1,12.6,2,-0.5784256038853788,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25176,King Chicken Dishes Corner,Full-service,North Shore,1.03,36.42,884,270,9833.4,368,154,92,13402.56,5608.68,3350.64,0.390852915,0.547322647,0.32,8,2.36,217.12,607.94,-3460.21,-1448.02,-9.97,0.44,0.6,0.25,0.15,32195.0,-4310.0,-0.1338717192110576,0.85,0.938175562,-4.875608013666719,910.52,8.24,2,-1.1606157647608055,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,26512,Lucky Chicken Dishes Bistro,Ghost Kitchen,North Shore,1.03,31.45,528,20,629.0,305,127,76,9592.25,3994.15,2390.2,0.281304507,0.336554415,0.31,10,2.95,224.2,240.37,692.0,288.14,689.19,0.04,0.6,0.25,0.15,16606.0,1910.0,0.1150186679513428,0.85,0.6178589219999999,3.6173371070697335,543.84,10.3,1,-0.012718620004645964,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,26513,Lucky Chicken Dishes Bistro,Full-service,CBD,0.99,40.96,1045,324,13271.04,433,180,108,17735.68,7372.8,4423.68,0.352179892,0.497592389,0.32,6,1.77,191.16,1993.68,-3011.03,-1251.7,473.4,0.45,0.6,0.25,0.15,42803.0,-1796.0,-0.0419596757236642,0.85,0.849772281,-1.7186683176412867,1034.55,5.94,2,-1.3392809680806557,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25543,Classic Chicken Dishes Eatery,Full-service,South Auckland,1.05,44.93,1141,314,14108.02,496,207,124,22285.28,9300.51,5571.32,0.351122853,0.460182573,0.33,5,1.48,183.52,2662.11,-3149.03,-1314.21,867.76,0.38,0.6,0.25,0.15,51265.0,-933.0,-0.0181995513508241,0.85,0.811305426,-0.817705842192529,1198.05,5.25,2,-0.6108317477957144,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25545,Lucky Chicken Dishes Eatery,Full-service,West Auckland,1.04,42.07,851,211,8876.77,384,160,96,16154.88,6731.2,4038.72,0.363002443,0.47211474,0.3,17,5.02,481.92,1463.63,-2182.8,-909.5,184.0,0.33,0.6,0.25,0.15,35802.0,-1445.0,-0.040360873694207,0.85,0.8351171829999999,-1.6979819563152898,885.0400000000001,17.68,2,-0.1581724552823217,Medium Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25909,Top Chicken Dishes Tavern,Full-service,South Auckland,1.05,38.01,828,223,8476.23,363,151,91,13797.63,5739.51,3458.91,0.35627658,0.519073436,0.3,15,4.43,403.13,1056.56,-2419.41,-1006.42,28.02,0.37,0.6,0.25,0.15,31472.0,-2341.0,-0.0743835790543975,0.85,0.8753500160000001,-2.827319839857651,869.4000000000001,15.75,2,-0.29095773132436487,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25992,Classic Chicken Dishes Corner,QSR,CBD,0.99,37.15,903,197,7318.55,424,176,106,15751.6,6538.4,3937.9,0.275219822,0.385960437,0.28,10,2.95,312.7,2479.67,926.51,384.59,1021.54,0.28,0.6,0.25,0.15,33546.0,4812.0,0.143444822035414,0.85,0.661180259,5.3289751386156325,893.97,9.9,1,-0.31394284242226217,Low Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,26397,Urban Chicken Dishes Diner,Full-service,South Auckland,1.05,44.41,1117,295,13100.95,493,206,123,21894.13,9148.46,5462.43,0.373765611,0.488650142,0.32,11,3.25,399.75,1802.48,-3993.83,-1668.82,351.79,0.36,0.6,0.25,0.15,49606.0,-3508.0,-0.0707172519453292,0.85,0.8624157530000001,-3.140553158892069,1172.85,11.55,2,-0.5243839286534266,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25994,Classic Chicken Dishes House,Cafe,North Shore,1.03,38.81,1208,306,11875.86,541,226,135,20996.21,8771.06,5239.35,0.279093513,0.403864919,0.33,7,2.07,279.45,3765.14,-272.08,-113.66,1381.64,0.34,0.6,0.25,0.15,46882.0,4761.0,0.1015528347766733,0.85,0.682958432,3.9412655176826927,1244.24,7.21,1,-0.18897865603978303,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,26035,Top Chicken Dishes Corner,Full-service,West Auckland,1.04,46.7,1772,497,23209.9,765,319,191,35725.5,14897.3,8919.7,0.37160338,0.54636714,0.3,10,2.95,563.45,1903.9,-7787.11,-3247.17,168.23,0.39,0.6,0.25,0.15,82752.0,-8962.0,-0.1082994972931167,0.85,0.91797052,-5.057586523588554,1842.88,10.4,2,-0.8886700646694494,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,26157,Lucky Chicken Dishes Cafe,QSR,West Auckland,1.04,40.3,1585,327,13178.1,755,314,189,30426.5,12654.2,7616.7,0.239872692,0.437369136,0.3,3,0.89,168.21,4253.34,692.45,287.99,2290.14,0.26,0.6,0.25,0.15,63876.0,7524.0,0.1177907195190682,0.85,0.677241828,4.746965996618448,1648.4,3.12,0,-0.21470680710463383,Medium Potential,Growth Leaders,Expand
Chicken Dishes,25511,Classic Chicken Dishes Cafe,Cafe,West Auckland,1.04,41.47,778,179,7423.13,359,150,90,14887.73,6220.5,3732.3,0.206451106,0.418182222,0.28,10,2.95,265.5,2786.4,1419.79,593.23,1135.48,0.3,0.6,0.25,0.15,32264.0,5935.0,0.1839511529878502,0.85,0.624633328,7.628454314406149,809.12,10.4,1,0.4846346186585436,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25552,Classic Chicken Dishes Kitchen,QSR,West Auckland,1.04,37.01,858,160,5921.6,419,174,105,15507.19,6439.74,3886.05,0.262482558,0.391402517,0.32,11,3.25,341.25,2049.55,404.97,168.17,1003.77,0.23,0.6,0.25,0.15,31755.0,3626.0,0.1141867422453156,0.85,0.653885075,4.226051330499134,892.32,11.44,1,0.19094940524862786,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,26403,Classic Chicken Dishes Eatery,QSR,South Auckland,1.05,39.74,1090,231,9179.94,515,215,129,20466.1,8544.1,5126.46,0.236420505,0.442328492,0.3,10,2.95,380.55,2949.06,434.93,181.57,1266.33,0.27,0.6,0.25,0.15,43317.0,4832.0,0.1115497379781609,0.85,0.678748997,4.432986587252118,1144.5,10.5,1,0.2569128127923155,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25636,King Chicken Dishes Grill,QSR,South Auckland,1.05,41.3,860,193,7970.9,400,167,100,16520.0,6897.1,4130.0,0.216888165,0.41051693,0.3,7,2.07,207.0,2969.92,1199.27,500.69,1331.82,0.29,0.6,0.25,0.15,35518.0,6002.0,0.1689847401317641,0.85,0.627405095,6.97906976744186,903.0,7.35,1,0.36197120488364654,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,26526,King Chicken Dishes Eatery,QSR,South Auckland,1.05,47.14,1669,365,17206.1,782,326,196,36863.48,15367.64,9239.44,0.205915519,0.419074609,0.32,9,2.66,521.36,6452.46,2027.86,845.37,2943.52,0.28,0.6,0.25,0.15,78677.0,12269.0,0.1559413805813643,0.85,0.624990128,7.351076680605513,1752.45,9.45,0,0.46592901997360864,High Potential,Growth Leaders,Expand
Chicken Dishes,26002,Top Chicken Dishes Bistro,Cafe,North Shore,1.03,37.74,574,161,6076.14,248,103,62,9359.52,3887.22,2339.88,0.265319738,0.413660392,0.31,17,5.02,311.24,1950.56,103.14,42.84,439.91,0.39,0.6,0.25,0.15,21663.0,2536.0,0.1170659650094631,0.85,0.67898013,4.41806951945714,591.22,17.51,1,0.42155864841707635,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,26407,Urban Chicken Dishes Eatery,Cafe,West Auckland,1.04,42.96,729,201,8634.96,317,132,79,13618.32,5670.72,3393.84,0.217929769,0.430856885,0.29,17,5.02,396.58,3032.71,833.62,347.12,795.38,0.38,0.6,0.25,0.15,31318.0,5009.0,0.1599399706239223,0.85,0.648786654,6.871021138003704,758.1600000000001,17.68,1,0.7759072767701056,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,26650,Urban Chicken Dishes Grill,QSR,CBD,0.99,44.38,972,200,8876.0,463,193,116,20547.94,8565.34,5148.08,0.261481612,0.361943576,0.3,6,1.77,205.32,3342.48,1573.45,655.89,1733.32,0.26,0.6,0.25,0.15,43137.0,7305.0,0.169344182488351,0.85,0.6234251879999999,7.51549481883302,962.28,5.94,1,-0.34283215545215956,Low Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25195,Classic Chicken Dishes Tavern,Ghost Kitchen,West Auckland,1.04,45.12,1002,38,1714.56,578,241,145,26079.36,10873.92,6542.4,0.277063584,0.222556893,0.31,15,4.43,642.35,857.93,4964.98,2070.17,2631.33,0.04,0.6,0.25,0.15,45210.0,10524.0,0.2327803583278035,0.85,0.499620477,10.503049767750497,1042.08,15.6,1,1.0340971588906518,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25075,Lucky Chicken Dishes Corner,Cafe,West Auckland,1.04,43.83,1005,260,11395.8,447,186,112,19592.01,8152.38,4908.96,0.254103431,0.431581872,0.27,8,2.36,264.32,3581.87,868.21,361.27,1278.64,0.35,0.6,0.25,0.15,44049.0,6090.0,0.1382551249744602,0.85,0.685685303,6.059722127630593,1045.2,8.32,1,0.18266812023629309,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25197,Lucky Chicken Dishes Diner,Cafe,West Auckland,1.04,46.02,984,291,13391.82,416,173,104,19144.32,7961.46,4786.08,0.220303284,0.406533859,0.29,10,2.95,306.8,4997.33,1592.1,662.1,1479.19,0.42,0.6,0.25,0.15,45284.0,8731.0,0.1928054058828725,0.85,0.6268371429999999,8.872904778729795,1023.36,10.4,1,0.5751545000967491,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25158,Urban Chicken Dishes Diner,QSR,CBD,0.99,42.41,538,111,4707.51,256,107,64,10856.96,4537.87,2714.24,0.20570786,0.422846574,0.29,17,5.02,321.28,1748.58,884.25,369.59,686.91,0.26,0.6,0.25,0.15,22817.0,3689.0,0.161677696454398,0.85,0.628554434,6.85675110663102,532.62,16.83,1,0.1828630563057195,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25607,Top Chicken Dishes Bistro,QSR,South Auckland,1.05,35.09,1951,390,13685.1,937,390,234,32879.33,13685.1,8211.06,0.213525549,0.382258387,0.31,9,2.66,622.44,5531.74,3097.76,1289.36,2696.6,0.25,0.6,0.25,0.15,68461.0,12615.0,0.1842654942229882,0.85,0.595783936,6.465876192284659,2048.55,9.45,0,0.4787654508013948,High Potential,Growth Leaders,Expand
Chicken Dishes,25928,Lucky Chicken Dishes Diner,Cafe,North Shore,1.03,32.62,1331,352,11482.24,587,245,147,19147.94,7991.9,4795.14,0.255863533,0.374861979,0.28,13,3.84,564.48,4240.1,1709.42,713.47,1206.24,0.36,0.6,0.25,0.15,43417.0,7869.0,0.1812423705000345,0.85,0.6307255119999999,5.912126125711127,1370.93,13.39,0,0.43014113394615816,High Potential,Growth Leaders,Expand
Chicken Dishes,25081,Lucky Chicken Dishes Bistro,QSR,South Auckland,1.05,44.48,1028,218,9696.64,486,202,122,21617.28,8984.96,5426.56,0.217780247,0.429491966,0.32,16,4.72,575.84,3420.27,707.49,294.06,1338.26,0.27,0.6,0.25,0.15,45725.0,5760.0,0.1259704756697649,0.85,0.647272213,5.603166757791143,1079.4,16.8,1,0.6913110801581865,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25445,Top Chicken Dishes Eatery,Full-service,North Shore,1.03,44.76,1663,403,18038.28,756,315,189,33838.56,14099.4,8459.64,0.385186138,0.481903146,0.33,16,4.72,892.08,2397.48,-6669.22,-2778.84,232.3,0.32,0.6,0.25,0.15,74436.0,-6818.0,-0.091595464560159,0.85,0.867089284,-4.099812993712719,1712.89,16.48,2,-0.5831441607939618,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25367,Urban Chicken Dishes Tavern,QSR,West Auckland,1.04,35.22,1993,448,15778.56,927,386,232,32648.94,13594.92,8171.04,0.249436928,0.424369999,0.32,11,3.25,754.0,5146.86,202.2,84.19,1911.34,0.29,0.6,0.25,0.15,70193.0,7345.0,0.104640063824028,0.85,0.673806927,3.685423047882267,2072.7200000000003,11.44,0,0.13891065648207704,Medium Potential,Growth Leaders,Expand
Chicken Dishes,26539,Urban Chicken Dishes Diner,Ghost Kitchen,North Shore,1.03,34.09,700,20,681.8,408,170,102,13908.72,5795.3,3477.18,0.290788419,0.280518083,0.32,15,4.43,451.86,292.28,1511.79,629.91,1038.78,0.03,0.6,0.25,0.15,23863.0,3473.0,0.1455391191384151,0.85,0.571306502,4.961428571428572,721.0,15.45,1,0.40620409909546795,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25165,King Chicken Dishes Bistro,Cafe,West Auckland,1.04,35.01,1272,315,11028.15,574,239,144,20095.74,8367.39,5041.44,0.245988547,0.399287383,0.32,13,3.84,552.96,3911.95,697.81,290.55,1235.36,0.33,0.6,0.25,0.15,44533.0,6136.0,0.1377854624660364,0.85,0.6452759299999999,4.823869040935935,1322.88,13.52,0,0.38841313998297644,High Potential,Growth Leaders,Expand
Chicken Dishes,25085,Urban Chicken Dishes Bistro,QSR,West Auckland,1.04,42.01,1073,186,7813.86,532,222,133,22349.32,9326.22,5587.33,0.212877043,0.391266911,0.29,18,5.31,706.23,3093.16,2365.81,987.24,1505.55,0.21,0.6,0.25,0.15,45077.0,7952.0,0.1764092552743084,0.85,0.604143954,7.410952814073695,1115.92,18.72,1,0.898762087793963,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25167,Classic Chicken Dishes Kitchen,Full-service,North Shore,1.03,43.09,759,184,7928.56,345,144,86,14866.05,6204.96,3705.74,0.354487929,0.494046526,0.32,12,3.54,304.44,1200.9,-2505.44,-1045.75,256.85,0.32,0.6,0.25,0.15,32705.0,-2093.0,-0.0639963308362635,0.85,0.848534455,-2.757601895734597,781.77,12.36,2,-0.6647823872354003,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,26179,King Chicken Dishes Bistro,QSR,CBD,0.99,31.41,795,183,5748.03,367,153,92,11527.47,4805.73,2889.72,0.259624825,0.393279615,0.32,7,2.07,190.44,1995.12,312.34,130.21,812.57,0.3,0.6,0.25,0.15,24971.0,3250.0,0.1301509751311521,0.85,0.65290444,4.088042128869489,787.05,6.93,1,-0.5724171721541754,Low Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25776,King Chicken Dishes Eatery,QSR,North Shore,1.03,37.2,1258,226,8407.2,619,258,155,23026.8,9597.6,5766.0,0.213880964,0.395282944,0.27,11,3.25,503.75,3285.84,2782.47,1159.74,1749.81,0.22,0.6,0.25,0.15,46798.0,8978.0,0.1918458053762981,0.85,0.609163908,7.136663959998291,1295.74,11.33,0,0.4136661422178937,High Potential,Growth Leaders,Expand
Chicken Dishes,25171,King Chicken Dishes House,Full-service,CBD,0.99,33.41,1672,469,15669.29,722,301,180,24122.02,10056.41,6013.8,0.370620962,0.480717744,0.32,13,3.84,691.2,2329.42,-4133.04,-1723.05,202.82,0.39,0.6,0.25,0.15,55862.0,-3324.0,-0.0595037771651569,0.85,0.851338706,-1.988021195087895,1655.28,12.87,2,-1.024476158133504,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25333,Urban Chicken Dishes Kitchen,Full-service,South Auckland,1.05,44.8,858,236,10572.8,373,156,93,16710.4,6988.8,4166.4,0.370817365,0.458023537,0.32,18,5.31,493.83,1809.63,-2487.19,-1040.22,219.29,0.38,0.6,0.25,0.15,38438.0,-1498.0,-0.0389718507726728,0.85,0.828840902,-1.745938914615745,900.9,18.9,2,0.017367905399705286,Medium Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25212,King Chicken Dishes Bistro,QSR,North Shore,1.03,42.99,1568,293,12596.07,765,319,191,32887.35,13713.81,8211.09,0.258225029,0.397926656,0.31,9,2.66,508.06,4331.14,1113.18,464.19,2315.31,0.23,0.6,0.25,0.15,67408.0,8224.0,0.1220033230477094,0.85,0.656151685,5.24492285782103,1615.04,9.27,0,0.04053760714030602,Medium Potential,Growth Leaders,Expand
Chicken Dishes,25456,Lucky Chicken Dishes Diner,Ghost Kitchen,CBD,0.99,39.07,731,66,2578.62,399,166,100,15588.93,6485.62,3907.0,0.298259166,0.260742056,0.31,13,3.84,384.0,1137.17,2042.13,849.61,1338.98,0.1,0.6,0.25,0.15,28560.0,5368.0,0.1879551820728291,0.85,0.559001222,7.343408963585434,723.6899999999999,12.87,1,0.058147898898508105,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25256,Top Chicken Dishes House,Full-service,West Auckland,1.04,35.63,1171,334,11900.42,502,209,126,17886.26,7446.67,4489.38,0.388174421,0.472374645,0.3,10,2.95,371.7,1659.52,-2871.62,-1195.56,254.35,0.4,0.6,0.25,0.15,41723.0,-2153.0,-0.0516022337799295,0.85,0.8605490659999999,-1.8385875895788892,1217.84,10.4,2,-0.5791462059415401,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25215,Top Chicken Dishes Eatery,QSR,West Auckland,1.04,46.68,1998,461,21519.48,922,384,231,43038.96,17925.12,10783.08,0.204193348,0.439557751,0.3,8,2.36,545.16,7666.29,2420.89,1008.27,3296.3,0.3,0.6,0.25,0.15,93267.0,14392.0,0.1543096700869546,0.85,0.6437510989999999,7.203175399659043,2077.92,8.32,0,0.28350462049805136,Medium Potential,Growth Leaders,Expand
Chicken Dishes,26066,Classic Chicken Dishes Cafe,Full-service,North Shore,1.03,36.88,2016,488,17997.44,917,382,229,33818.96,14088.16,8445.52,0.364424721,0.490821451,0.32,6,1.77,405.33,2605.2,-5926.64,-2468.9,817.19,0.32,0.6,0.25,0.15,74350.0,-4973.0,-0.0668863483523873,0.85,0.855246172,-2.4667685272360456,2076.48,6.18,2,-0.9839812050183091,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25340,Lucky Chicken Dishes Eatery,Ghost Kitchen,North Shore,1.03,37.17,1603,90,3345.3,908,378,227,33750.36,14050.26,8437.59,0.286825301,0.303219976,0.28,12,3.54,803.58,1371.42,4386.02,1825.9,2655.45,0.06,0.6,0.25,0.15,59584.0,10239.0,0.1718414339419978,0.85,0.590045277,6.387346099624061,1651.09,12.36,0,0.38131561889405835,High Potential,Growth Leaders,Expand
Chicken Dishes,26068,Classic Chicken Dishes Diner,QSR,South Auckland,1.05,34.06,680,113,3848.78,340,142,85,11580.4,4836.52,2895.1,0.230005491,0.352446302,0.33,14,4.13,351.05,1607.05,1013.84,423.43,857.79,0.2,0.6,0.25,0.15,23161.0,3902.0,0.1684728638659816,0.85,0.5824517929999999,5.738185743275334,714.0,14.7,1,0.6818954840113371,High Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25828,Top Chicken Dishes House,QSR,West Auckland,1.04,39.41,1595,308,12138.28,772,322,193,30424.52,12690.02,7606.13,0.214307933,0.385674492,0.27,17,5.02,968.86,4855.53,3955.72,1649.93,2073.73,0.24,0.6,0.25,0.15,62859.0,12535.0,0.199414562751555,0.85,0.599982425,7.858927918038784,1658.8,17.68,0,0.9201363220913067,High Potential,Growth Leaders,Expand
Chicken Dishes,26192,King Chicken Dishes Kitchen,Cafe,South Auckland,1.05,41.18,607,150,6177.0,274,114,69,11283.32,4694.52,2841.42,0.203506288,0.445038419,0.31,4,1.18,81.42,2170.94,467.75,194.61,917.21,0.33,0.6,0.25,0.15,24996.0,3751.0,0.1500640102416386,0.85,0.648544707,6.179635941750679,637.35,4.2,1,0.10646267777181789,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,26556,Lucky Chicken Dishes Bistro,QSR,North Shore,1.03,42.62,947,201,8566.62,448,186,112,19093.76,7927.32,4773.44,0.200384866,0.403270493,0.32,9,2.66,297.92,3395.33,1457.71,605.21,1594.01,0.27,0.6,0.25,0.15,40361.0,7052.0,0.174723123807636,0.85,0.603655359,7.446699536681449,975.41,9.27,1,0.2833414565866643,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25546,Top Chicken Dishes Bistro,Ghost Kitchen,CBD,0.99,39.82,1553,101,4021.82,871,363,218,34683.22,14454.66,8680.76,0.282705361,0.204562456,0.31,16,4.72,1028.96,2062.12,7031.4,2930.42,3421.95,0.07,0.6,0.25,0.15,61840.0,15446.0,0.2497736093143596,0.85,0.487267817,9.9459851228978,1537.47,15.84,0,0.5022912001929638,High Potential,Growth Leaders,Expand
Chicken Dishes,25102,Lucky Chicken Dishes House,Cafe,West Auckland,1.04,46.17,988,301,13897.17,412,172,103,19022.04,7941.24,4755.51,0.276689211,0.434818432,0.28,4,1.18,121.54,4009.23,161.54,67.44,1250.39,0.44,0.6,0.25,0.15,45616.0,5489.0,0.1203305857593826,0.85,0.711507643,5.5556631445106985,1027.52,4.16,1,-0.10763710275484015,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,25831,Classic Chicken Dishes Cafe,QSR,West Auckland,1.04,33.86,1119,216,7313.76,542,226,135,18352.12,7652.36,4571.1,0.23018509,0.372177442,0.33,9,2.66,359.1,2908.23,1241.29,517.59,1458.54,0.24,0.6,0.25,0.15,37889.0,6126.0,0.1616828103143392,0.85,0.602362532,5.474579957243527,1163.76,9.36,1,0.25706191221304053,Medium Potential,Stable Local Performers,Hold/Stabilize
Chicken Dishes,26317,King Chicken Dishes Bistro,Full-service,North Shore,1.03,42.14,1368,376,15844.64,595,248,149,25073.3,10450.72,6278.86,0.382143007,0.537774475,0.31,7,2.07,308.43,1268.88,-5764.79,-2402.8,194.4,0.38,0.6,0.25,0.15,57648.0,-6704.0,-0.1162919789064668,0.85,0.919917482,-4.9005439911185125,1409.04,7.21,2,-1.1777043237510163,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,26561,Urban Chicken Dishes Cafe,Full-service,North Shore,1.03,37.96,2020,556,21105.76,878,366,220,33328.88,13893.36,8351.2,0.368885997,0.511095897,0.27,11,3.25,715.0,2533.07,-4998.73,-2083.75,287.3,0.38,0.6,0.25,0.15,76679.0,-4262.0,-0.0555823628372827,0.85,0.879981894,-2.109906493303251,2080.6,11.33,2,-0.6640633585494036,Low Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,25227,Top Chicken Dishes House,Cafe,West Auckland,1.04,43.03,1650,409,17599.27,745,310,186,32057.35,13339.3,8003.58,0.279141208,0.358007818,0.29,11,3.25,604.5,6385.91,2335.41,971.78,2299.61,0.33,0.6,0.25,0.15,71000.0,11993.0,0.1689154929577464,0.85,0.6371490259999999,7.268433661971831,1716.0,11.44,0,0.4860385160518626,High Potential,Growth Leaders,Expand
Chicken Dishes,26684,Urban Chicken Dishes Cafe,Cafe,West Auckland,1.04,38.07,1869,453,17245.71,850,354,212,32359.5,13476.78,8070.84,0.248273354,0.353594812,0.28,18,5.31,1125.72,6866.07,3822.69,1592.04,2087.54,0.32,0.6,0.25,0.15,71153.0,14368.0,0.2019310499908647,0.85,0.601868166,7.687515073152221,1943.76,18.72,0,0.9714161148176002,High Potential,Growth Leaders,Expand
Chicken Dishes,25229,Urban Chicken Dishes Bistro,Full-service,South Auckland,1.05,35.28,1240,321,11324.88,551,230,138,19439.28,8114.4,4868.64,0.378113027,0.511406653,0.28,18,5.31,732.78,1251.18,-3295.34,-1375.55,-194.89,0.35,0.6,0.25,0.15,43747.0,-3615.0,-0.0826342377763046,0.85,0.88951968,-2.9153359087480286,1302.0,18.9,2,-0.14652314259294313,Medium Potential,Aggregator-dependent Low Margin,Optimize
Chicken Dishes,26282,Lucky Chicken Dishes Eatery,Full-service,North Shore,1.03,43.95,595,160,7032.0,261,109,65,11470.95,4790.55,2856.75,0.357106717,0.460605022,0.3,9,2.66,172.9,1281.85,-1350.27,-563.9,347.85,0.37,0.6,0.25,0.15,26150.0,-284.0,-0.0108604206500956,0.85,0.8177117389999999,-0.4773154875717017,612.85,9.27,2,-0.5812316557095267,Low Potential,Aggregator-dependent Low Margin,Optimize
